id,inserted_at,name,status,mfg,exp,batch,household_id
2,2025-02-25 13:04:05+00,Oreo,in,3/07/2025,3/04/2026,OPA6104671,9f3ba6f6-1aa6-4b90-b29f-2153b6696736
